GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0078889, 0, 50, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.9739796, 697, 138600, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 189, 0.7947806, 457, 119114, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0010305, 4, 545, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.00898, 41, 3623, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0129981, 50, 11484, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.127244, 472, 113749, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0069999, 44, 4780, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0167498, 74, 88154, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0099401, 29, 84271, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.1510561, 360, 111342, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.3781459, 775, 145200, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 82319, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13.5, 0.273943, 805, 147706, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 1, 82005, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0019982, 2, 82061, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.000972, 1, 82010, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 82134, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0.0009993, 0, 81899, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0019993, 3, 82138, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.005941, 9, 82683, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.010108, 10, 82735, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 2, 137, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0009965, 7, 408, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0070019, 34, 1971, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0026906, 14, 843, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0313643, 147, 8306, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.001, 5, 287, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 20, 0.12214, 820, 46757, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 25, 0.0049117, 28, 1592, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.2419358, 986, 55974, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 47, 0.1478415, 504, 28463, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 5, 317, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020957, 16, 951, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0071228, 30, 1737, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0159996, 48, 2648, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0349474, 78, 4532, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0670036, 126, 7090, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0020002, 12, 668, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0179192, 73, 4142, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0519519, 119, 6758, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.0800018, 128, 7217, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.1772702, 216, 12163, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.3487706, 341, 19397, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 1, 107, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0010001, 12, 668, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0040007, 26, 1479, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0040098, 20, 1158, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0310401, 311, 18117, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0190637, 133, 7659, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 1, 68, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0.0010452, 2, 131, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.002107, 8, 464, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0009988, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0010366, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 1, 113, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010096, 2, 157, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0019614, 4, 261, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0040061, 8, 472, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 2, 309, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0030002, 26, 1978, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0080032, 57, 5309, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0079982, 42, 3327, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0219993, 107, 14346, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.016, 155, 66858, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.0020009, 16, 47703, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0050051, 24, 58392, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 33, 0.003999, 15, 57650, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 41, 0.0080304, 28, 58286, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 5, 58189, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020411, 13, 57917, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0060002, 29, 58437, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0140784, 39, 59334, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0303441, 66, 60953, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0479177, 88, 62130, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0010001, 11, 57594, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0090079, 33, 58950, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0358723, 77, 61434, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.0620658, 94, 61977, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.113919, 136, 64284, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.1500923, 144, 65292, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0010043, 2, 264, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0, 4, 959, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0079765, 53, 4597, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0080001, 45, 3818, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.004029, 43, 20607, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0259642, 169, 66794, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.0010396, 1, 57118, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0.0009795, 2, 56854, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0020003, 6, 57234, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 57094, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 57096, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 57159, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0, 0, 56844, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0, 0, 56796, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 56846, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 1, 57047, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010011, 1, 57132, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0059634, 12, 57565, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0129866, 24, 58175, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0010011, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 3, 302, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0030005, 11, 956, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.009998, 39, 3232, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 23, 0.0990943, 328, 26987, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 28, 0.0249817, 74, 6084, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.020055, 118, 9780, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.195081, 776, 63646, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0059941, 17, 1433, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0980914, 234, 19263, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0720206, 145, 11933, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0639676, 374, 30967, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0090381, 36, 2948, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0710672, 172, 14180, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 53, 0.1109689, 192, 15702, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 71, 0.2241462, 304, 24818, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 88, 0.4838125, 537, 43938, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0059508, 23, 1911, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0406297, 97, 8006, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 75, 0.5779311, 781, 63917, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 111, 0.5858008, 553, 45171, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 148, 0.7140661, 526, 42977, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 184, 0.4059909, 241, 19666, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.001036, 6, 548, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0069994, 34, 2826, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.1910438, 758, 62178, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 11, 0.0430329, 126, 10377, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0029999, 16, 1375, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0281103, 103, 8482, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0409245, 101, 8310, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.1532721, 355, 29106, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.01586, 31, 2542, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0009694, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0020102, 2, 207, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0260567, 27, 2242, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 1, 402, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0049987, 22, 2779, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0289485, 102, 11640, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0479977, 158, 94990, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.1843044, 531, 125479, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0060333, 34, 12613, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.0928317, 345, 110490, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 25, 0.1444924, 423, 116654, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 33, 0.354999, 840, 150698, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0330902, 68, 87596, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.001, 4, 31346, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020262, 10, 82846, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0176167, 42, 85402, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0910908, 157, 94727, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0439994, 63, 86997, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0888956, 97, 89882, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0050008, 17, 83421, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0327725, 78, 88355, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.3370174, 445, 118154, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.1542492, 143, 93419, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.9696092, 690, 138242, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.6818176, 397, 114209, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.002, 10, 1423, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0259996, 121, 12846, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0160014, 60, 67172, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.2104843, 697, 139127, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0100077, 58, 6184, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.009008, 34, 84845, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0091132, 26, 84139, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0810402, 188, 97427, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.001, 2, 82208, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 82496, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13.5, 0.0399356, 118, 91737, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 82011, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0010037, 0, 81914, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0020023, 3, 82128, 
